Price,Bedrooms,Bathrooms,SquareFeet,YearBuilt,GarageSpaces,LotSize,ZipCode,CrimeRate,SchoolRating
745992,3,2.9,3167,1998,1,0.87,75201,50.03,2
532942,1,2.6,2116,2021,2,0.9,30301,82.59,10
859659,5,3.0,3340,1996,2,1.86,30301,62.36,9
995908,4,2.5,3900,1986,2,1.86,30301,39.05,7
767640,2,2.7,3078,1997,1,0.95,75201,23.07,4
880752,4,3.0,3566,1978,2,1.15,94101,71.48,3
459515,4,3.5,1590,1986,1,1.03,30301,49.99,4
1100794,5,3.5,4289,1972,3,1.79,30301,14.17,9
889635,4,3.3,3497,1987,1,1.1,30301,56.67,9
1044250,4,2.4,4103,1993,3,1.33,75201,44.84,6
847124,3,3.8,3318,1954,3,0.84,60601,36.59,9
1064120,5,3.4,4289,2001,1,1.45,94101,70.18,9
591063,1,2.6,2339,1989,3,0.83,30301,34.25,6
721065,2,2.2,2974,1960,0,0.98,30301,40.93,5
963270,4,3.4,4097,1951,1,1.52,30301,45.68,3
549467,2,1.9,2408,1984,1,0.49,75201,70.34,1
375444,1,2.5,1113,1994,3,0.67,60601,26.51,4
508781,2,2.4,2146,1998,1,0.76,30301,37.35,1
500005,1,2.3,2094,1984,2,0.41,30301,58.5,1
697562,3,3.2,2737,2021,2,0.88,75201,59.92,6
710114,4,2.6,2476,1981,3,1.03,94101,27.48,5
341690,1,2.0,1084,2017,2,0.8,94101,42.12,7
484867,2,2.8,1929,2020,1,1.02,60601,47.65,1
858575,4,4.2,3503,1988,1,1.56,94101,55.76,1
815025,3,2.8,3490,1997,0,1.2,30301,45.81,8
886994,4,3.5,3558,1986,2,1.35,75201,80.78,6
633964,1,2.2,2428,2009,1,0.72,30301,48.03,8
646823,3,3.9,2659,1953,1,1.3,30301,80.18,6
403332,2,1.7,1428,1972,2,0.27,60601,40.7,6
719457,3,2.9,2472,1963,1,1.08,94101,17.98,10
571702,3,2.1,2570,1954,2,1.2,94101,100.0,7
829905,5,2.2,3251,2015,1,2.04,94101,48.26,2
690547,3,3.0,2727,1973,0,0.77,30301,57.39,3
733614,3,3.0,2920,1967,1,0.76,75201,21.0,4
831178,4,3.1,3526,1976,1,0.62,75201,55.24,1
581085,2,2.5,2160,1973,2,0.48,30301,66.43,9
637457,4,4.7,2148,1978,1,1.25,10001,27.09,9
746472,4,3.1,2858,1960,1,1.08,30301,47.15,4
471674,1,2.6,1921,1967,2,0.48,94101,48.79,1
938815,4,2.9,3711,1953,2,1.31,30301,24.38,1
818530,5,3.6,3216,1982,2,1.67,10001,82.49,6
1031347,5,3.4,3756,1991,3,1.5,30301,0.0,2
519530,1,2.1,2045,1981,2,0.71,94101,7.23,1
589976,2,3.5,2321,2000,1,1.02,60601,52.13,10
653123,2,3.2,2765,1953,2,0.35,75201,30.1,2
704126,4,3.3,2769,1969,2,1.34,10001,63.54,7
733224,4,2.0,2812,2016,1,1.28,60601,43.09,4
777077,4,3.0,3094,2017,1,1.3,75201,57.97,7
572635,2,4.0,1979,2011,1,0.72,60601,22.66,7
740247,3,2.8,2954,2007,1,1.04,30301,42.05,4
812225,5,4.1,3143,1996,1,1.62,30301,41.15,2
688136,3,3.6,2813,2008,0,1.58,75201,96.88,9
727082,3,3.0,2649,1955,2,0.59,75201,40.94,10
684009,2,2.2,2407,1989,3,1.07,30301,4.21,10
612683,3,1.7,2470,1972,2,1.47,30301,72.02,3
427697,1,2.6,1730,2001,2,0.32,75201,45.12,1
799851,4,2.8,3148,1953,1,1.25,75201,55.39,8
515272,1,2.4,2001,1986,3,0.78,75201,43.09,4
965794,5,2.9,3497,1991,2,2.1,94101,24.48,9
950738,4,3.1,3952,1993,0,1.95,94101,76.14,8
597356,3,2.9,2204,1991,1,0.72,30301,30.44,7
946594,5,3.6,3467,1978,1,1.41,94101,20.35,9
563225,4,2.6,2313,1968,0,1.36,10001,59.41,2
728158,3,3.5,2886,1981,1,1.27,30301,53.11,4
321560,1,2.0,1342,1993,0,0.76,10001,71.39,5
747382,4,2.4,2960,2004,1,1.02,60601,55.61,5
615272,3,2.8,2513,1954,1,0.8,10001,48.5,1
506571,1,2.3,2040,1995,3,0.24,60601,68.15,9
876788,5,3.6,3223,1994,1,0.89,10001,17.04,9
864383,5,4.2,3202,1970,1,1.03,60601,46.37,5
1128104,5,3.4,4217,1971,2,1.85,60601,31.07,10
921603,5,3.4,3642,1979,2,1.71,30301,55.06,3
507031,2,2.0,2019,1972,1,1.07,75201,66.31,8
751733,4,3.6,2974,1954,2,1.23,75201,55.58,7
911457,4,3.3,3922,2012,1,1.29,30301,64.18,5
475654,2,2.4,2182,2008,1,0.82,60601,74.78,1
608190,3,1.9,2355,2001,1,0.62,75201,60.07,7
569163,3,3.6,2357,2014,2,1.29,75201,64.83,1
787216,5,2.9,3225,1988,1,1.76,10001,87.49,1
353901,1,2.0,1602,1952,2,0.35,94101,100.0,9
566022,3,3.1,2060,1991,1,0.75,30301,46.86,6
384349,1,1.7,1337,2020,2,0.81,94101,31.2,7
706014,4,2.5,2685,1976,1,1.4,60601,0.0,2
460329,1,1.2,2195,1977,1,0.92,10001,88.5,8
757895,4,3.6,2909,2003,2,1.72,75201,38.63,7
523029,2,2.3,2196,1964,2,0.58,10001,59.25,5
775620,2,4.1,2935,2002,1,0.88,30301,63.2,8
1028107,5,3.0,4147,2021,2,1.2,60601,66.11,2
674422,3,2.4,2558,2019,2,0.82,10001,44.98,6
790586,5,3.2,3184,1953,1,1.37,10001,65.89,4
707667,4,3.3,2667,1966,3,1.73,10001,60.84,7
993121,5,3.3,3846,1983,2,1.83,75201,36.44,6
407552,1,2.6,1797,1955,1,0.68,60601,82.53,6
712840,4,2.7,2906,1985,1,0.65,75201,63.54,5
529110,2,1.9,1893,1988,2,1.02,10001,24.32,5
569057,3,2.0,2315,2015,1,1.21,75201,42.57,2
764981,4,2.1,3260,1957,1,1.02,75201,42.12,7
657178,4,2.9,2442,1964,1,1.55,30301,38.6,7
612093,1,2.1,2397,2012,2,0.41,94101,62.23,8
566772,3,2.6,2433,2014,1,1.35,94101,75.82,4
601152,2,3.2,2225,2008,2,0.97,30301,28.11,9
673713,4,3.8,2431,1959,1,0.86,30301,42.86,10
712239,4,3.0,3093,1956,1,1.19,75201,72.92,3
464342,1,1.4,1735,1961,2,0.74,75201,33.2,3
898127,5,3.2,3474,1995,2,1.59,60601,35.73,2
754477,2,2.3,3035,1981,1,1.21,94101,4.95,10
687858,3,2.6,2788,1981,1,1.45,75201,65.37,7
727788,4,2.9,2702,2010,1,1.23,60601,54.04,10
715752,4,2.9,2744,2018,2,1.47,94101,43.32,2
678445,2,2.4,2597,2010,1,1.38,60601,17.89,7
1025565,5,3.2,4149,1995,2,1.19,60601,43.14,3
857826,4,3.3,3240,2017,2,1.12,30301,11.54,1
675020,2,2.8,2644,2004,1,0.4,10001,46.49,8
461536,1,1.8,2204,1950,1,0.51,10001,88.41,8
1075247,5,4.1,4209,2016,1,1.56,10001,53.92,10
435479,3,2.4,1725,1998,1,0.47,60601,74.65,1
818301,4,2.4,3433,1974,2,1.43,75201,76.11,6
722424,2,2.8,2791,1965,2,0.76,10001,39.44,4
318798,1,1.9,1230,1962,2,0.68,75201,62.37,5
671575,3,3.1,2257,2001,1,0.75,94101,0.0,8
491407,2,1.4,1874,1985,3,0.87,10001,55.62,8
504090,2,3.3,1935,2021,1,1.4,60601,71.51,7
634762,3,3.2,2459,1993,1,0.98,30301,60.45,5
475039,1,1.5,2021,1996,2,0.1,60601,42.83,6
559090,1,1.6,2332,1969,2,1.06,75201,75.11,8
965143,5,4.3,4040,1967,1,1.66,94101,72.75,5
719574,4,2.8,2681,2003,2,1.33,60601,49.02,3
580949,3,2.5,2277,1961,2,1.27,30301,79.82,9
856564,3,1.8,3357,1974,2,1.12,30301,60.36,9
817930,3,2.7,3023,2009,0,1.59,94101,17.8,10
479803,1,2.2,1941,1983,2,0.93,10001,56.4,1
873505,4,3.6,3336,1962,2,1.16,60601,35.66,7
898575,5,2.8,3485,1987,2,1.95,60601,59.94,4
694325,2,1.8,2562,1961,2,1.45,30301,0.0,6
504820,2,2.8,2131,1985,3,1.17,75201,81.88,7
690376,3,3.4,2834,1977,1,1.22,60601,72.34,8
562019,4,2.4,2344,1988,0,1.04,30301,81.8,5
393997,1,2.8,1556,1992,1,0.91,75201,49.8,5
685726,4,3.2,2761,1980,0,1.42,10001,73.12,6
766645,4,3.7,2912,1951,1,1.29,10001,54.23,7
430572,1,2.3,1436,1991,2,0.91,30301,30.33,5
635607,3,1.6,2433,1980,1,1.13,30301,33.77,5
675738,4,3.1,2342,2010,2,1.46,10001,43.1,4
587522,2,3.1,2574,2005,2,1.21,30301,75.0,1
423620,1,1.9,1858,1963,1,0.3,94101,74.33,7
750631,5,3.3,2647,1963,3,1.19,60601,37.06,7
560149,3,2.8,2282,1978,0,0.83,94101,64.35,6
501285,1,1.0,2068,1999,2,1.28,75201,50.32,10
876688,5,4.3,3228,1999,2,1.69,30301,31.11,2
817252,5,3.0,3151,2012,1,1.72,30301,26.37,2
819559,4,3.5,3062,2022,1,1.64,75201,45.38,6
803564,4,3.2,3271,2014,1,0.99,60601,68.67,9
692364,4,3.8,2381,2017,2,0.69,10001,39.86,5
542874,1,2.5,2175,2020,2,0.68,94101,65.8,7
365838,1,2.2,1499,1960,1,0.97,60601,56.2,2
721676,3,2.5,2691,1963,2,1.04,10001,17.24,6
744809,4,3.6,3082,1952,1,0.89,10001,90.16,6
820235,5,2.6,3236,1957,1,1.23,30301,73.9,10
523697,2,2.9,1788,1992,3,0.55,75201,21.83,6
641853,3,2.4,2557,1958,1,0.92,30301,57.99,6
633346,1,2.9,2712,1968,3,0.35,75201,79.52,4
533595,3,3.0,2019,1961,2,1.14,30301,58.21,5
905454,3,3.2,3546,1976,3,0.94,94101,41.71,4
660777,3,2.9,2570,2007,1,1.29,30301,47.54,6
678817,3,2.0,2717,1974,1,0.81,94101,44.98,9
451317,2,2.2,1756,1994,0,0.98,60601,47.17,5
688931,4,3.5,2714,1997,2,1.29,60601,72.49,5
848061,5,3.6,3248,1999,2,1.62,30301,59.45,3
611715,3,3.5,2177,1993,1,1.26,60601,32.74,7
699014,3,3.1,2595,2008,2,1.29,10001,44.55,5
625201,3,2.4,2496,1982,1,1.35,94101,42.07,2
980323,4,2.8,4025,1977,1,1.46,75201,55.79,9
363639,1,2.4,1317,1967,1,0.79,94101,27.66,5
510692,1,1.1,1951,2004,0,0.5,30301,19.86,7
636482,2,3.4,2423,1982,1,1.16,60601,31.44,7
419848,1,2.5,1364,1964,1,0.49,60601,18.8,10
840885,3,3.5,3043,2010,2,1.01,10001,19.45,8
601598,3,2.1,2500,1960,2,0.84,60601,74.49,4
447864,3,3.5,1453,1985,1,0.84,30301,47.43,7
641465,2,3.7,2629,1964,2,0.8,30301,57.44,3
593738,3,2.2,2141,2002,2,1.03,75201,51.22,9
401831,1,2.7,1376,2011,1,0.46,94101,52.34,8
904213,4,3.2,3443,1997,2,1.31,94101,55.97,10
764848,4,2.4,2926,1964,2,1.35,94101,61.75,9
1006155,5,3.7,3958,2012,2,1.34,75201,57.39,2
558659,1,2.7,2505,1992,2,1.39,75201,100.0,4
653695,3,2.6,2377,1999,2,1.2,75201,29.49,1
939094,4,3.8,3496,2009,1,1.34,10001,28.8,8
386999,1,1.5,1522,2008,2,0.5,75201,39.06,4
1036086,4,2.5,4216,1964,1,1.34,60601,23.54,4
600523,3,3.0,2353,1978,2,1.17,10001,44.24,7
940511,4,3.2,3613,1989,1,1.3,60601,30.87,6
961365,5,3.1,3921,1980,1,1.93,94101,51.63,3
944969,5,3.9,3658,2022,2,0.99,30301,51.47,8
695089,4,3.5,2764,1960,1,1.19,94101,23.9,2
437771,1,2.7,1824,2011,2,0.91,75201,65.33,1
268191,1,2.2,823,1957,1,0.43,30301,33.96,2
550356,1,2.6,2012,2000,2,0.24,94101,31.24,9
806727,4,3.0,3274,2006,1,1.14,10001,58.79,5
488597,1,3.3,1966,1953,1,1.01,75201,50.0,5
405365,3,2.5,1213,1985,1,0.84,94101,50.03,6
812678,5,4.6,2867,1968,2,1.39,30301,30.15,3
615463,3,2.9,2325,1973,2,1.23,60601,27.74,1
515599,1,1.6,2045,1990,2,0.53,94101,65.95,8
770443,3,3.6,2844,1998,3,0.97,10001,48.53,7
456673,1,2.4,1814,1995,2,0.5,30301,54.58,8
887110,4,3.6,3417,1985,3,1.13,94101,53.05,9
579587,3,3.5,2186,1959,1,0.75,60601,63.55,2
850982,4,3.4,3405,1956,0,1.22,75201,48.85,5
853158,4,2.9,3337,1961,1,1.62,75201,45.36,2
638113,2,3.1,2488,1997,1,1.37,75201,64.34,8
398482,1,2.3,1808,1986,2,1.07,30301,94.69,4
1113210,5,3.8,4415,1985,2,1.54,60601,25.16,4
571134,1,1.2,2146,2009,2,1.2,60601,39.03,10
816019,5,3.7,3015,1957,2,2.19,94101,55.86,8
558648,1,2.0,2024,1956,3,0.75,75201,6.48,7
884246,4,4.0,3476,1992,2,1.0,30301,72.21,1
622158,3,3.2,2405,2007,1,1.49,75201,65.9,7
824016,3,3.0,3244,1995,1,0.74,75201,50.6,10
600956,2,2.8,2491,1983,1,0.63,94101,59.33,3
642114,5,3.0,2328,2021,1,0.88,94101,80.14,5
959045,5,4.3,3649,1971,2,1.72,94101,55.78,8
904424,5,4.5,3296,1970,2,0.81,10001,24.7,6
878432,4,3.4,3368,1964,1,1.6,10001,69.21,8
987499,5,4.3,3972,1954,2,2.04,30301,68.53,5
740961,3,2.6,2797,1966,2,1.62,30301,54.16,10
889552,4,2.8,3932,2021,0,0.92,94101,100.0,9
451670,1,2.3,1810,1968,1,0.14,60601,47.9,6
1017051,5,3.7,3812,1954,2,1.31,30301,14.12,9
969500,5,3.3,3902,1972,2,1.76,10001,55.19,4
408557,1,2.6,1851,1963,1,1.06,10001,52.94,2
934985,5,3.7,3889,1959,1,1.7,75201,94.53,8
376497,1,1.8,1602,1980,1,0.86,94101,57.13,5
750054,4,3.5,2888,1962,0,2.01,60601,45.17,2
574114,3,3.3,2043,1971,2,0.96,94101,24.89,6
450110,1,2.4,2020,1986,0,0.47,10001,86.16,3
654906,2,3.2,2462,1988,1,0.54,60601,4.37,1
548070,1,1.7,2489,1959,0,0.83,30301,59.39,6
1023939,5,3.7,3895,1980,2,1.45,75201,9.82,8
722829,4,2.6,2957,1992,0,1.55,10001,44.16,1
648114,4,2.6,2510,1985,1,1.16,75201,42.89,3
517869,1,2.0,2116,1984,2,0.89,94101,36.27,6
818484,3,2.4,3255,2017,1,0.98,60601,42.6,10
643900,2,2.3,2677,2004,1,0.85,94101,52.8,3
897599,4,3.1,3642,2017,1,1.28,75201,40.78,7
891891,5,3.9,3394,1996,2,0.99,10001,47.64,6
881111,5,3.3,3266,1955,3,1.46,75201,36.11,9
605955,3,2.1,2331,1977,1,1.27,10001,45.16,6
806755,4,3.8,3072,1979,0,1.0,75201,69.46,7
409802,1,1.9,1860,1976,0,1.27,94101,40.77,2
923264,5,3.5,3603,2018,2,1.5,75201,81.23,10
662234,3,3.1,2635,1988,2,0.91,30301,69.43,4
758016,4,3.3,3033,1984,2,1.1,94101,66.43,5
722639,4,3.7,2711,1993,2,1.71,75201,50.15,2
915230,4,3.4,3570,1964,3,1.05,75201,30.98,10
815227,4,2.8,3138,1981,2,1.39,60601,51.98,10
732958,4,4.3,3012,1978,2,1.56,94101,85.18,10
848028,5,3.6,3126,2012,1,1.67,60601,33.5,7
503111,3,2.8,2034,1955,1,0.93,94101,55.88,4
981198,4,3.7,3753,1976,2,1.55,10001,31.84,9
692696,2,2.7,2577,1977,2,0.95,94101,41.94,8
439878,2,2.8,1488,1954,2,0.38,94101,56.0,10
790616,3,4.1,3081,1990,1,1.47,75201,57.29,9
575917,1,2.2,2361,2005,2,0.52,30301,52.34,8
464059,1,2.1,1962,2003,1,0.65,94101,62.13,5
644316,1,2.4,2699,1967,2,0.79,60601,59.09,9
612039,2,3.1,2408,1992,1,0.74,30301,43.44,5
323471,1,1.5,1191,1978,1,0.93,94101,64.47,8
908108,5,2.5,3682,1959,1,1.17,30301,30.66,4
839300,4,2.9,3222,1955,2,1.13,10001,44.83,5
497656,2,1.8,1998,1953,1,1.27,30301,40.71,4
713832,3,2.7,2986,1983,1,1.11,10001,57.45,2
573601,3,3.2,1866,1982,0,0.78,30301,2.46,4
851019,4,2.8,3595,1953,2,1.32,30301,42.01,5
422988,2,1.9,1860,1993,1,1.02,60601,59.13,6
339285,1,2.3,1407,1980,3,0.22,60601,99.4,4
506073,1,2.7,1843,2015,2,1.2,75201,50.99,10
979306,5,2.7,3716,2007,1,2.04,30301,28.36,4
900579,5,3.9,3581,2009,2,1.54,10001,63.49,6
425967,1,2.7,1528,1951,1,0.64,30301,36.39,7
677750,3,3.4,2446,1985,2,1.11,94101,22.84,7
594453,3,3.5,2133,2019,1,1.37,10001,53.65,4
843215,5,4.6,3387,2009,3,1.64,94101,76.45,5
901874,4,3.0,3637,1972,2,1.37,75201,33.97,3
502847,1,2.4,1897,1996,2,1.11,94101,45.77,5
966839,5,3.3,3929,1995,0,1.84,75201,63.86,10
1019709,5,3.5,4227,1993,1,1.21,75201,70.45,5
396730,1,3.1,1605,1968,2,0.97,75201,78.52,4
479444,1,1.6,1806,1998,2,1.05,94101,36.05,6
880306,3,2.5,3785,2007,1,1.18,75201,47.5,5
988063,4,3.9,3822,1956,1,1.48,75201,6.61,8
629591,4,3.7,2263,1990,1,1.21,60601,42.11,2
549762,1,2.1,2093,1964,2,0.34,30301,29.03,6
573123,2,3.0,2300,2002,1,1.47,75201,52.81,2
956480,5,3.7,3913,1972,1,1.1,10001,67.71,6
823814,5,4.3,3127,2022,1,2.0,10001,63.8,4
409790,1,2.3,1480,2014,1,0.68,60601,26.81,1
537888,2,3.1,1961,2009,1,1.27,94101,42.03,6
615288,3,4.2,2414,1959,3,1.11,94101,59.22,3
546469,1,2.6,2307,2007,1,0.98,94101,52.5,7
377147,1,2.3,1309,1996,3,0.83,75201,35.93,3
816293,5,3.9,3188,1964,1,1.3,94101,57.49,10
275396,1,2.1,1005,1958,1,0.74,94101,65.32,4
588979,1,3.5,2403,1962,1,0.66,30301,46.21,9
613754,1,2.4,2535,1972,2,0.89,75201,30.19,7
890375,5,3.4,3336,1982,2,1.54,75201,57.55,4
632525,3,2.5,2551,1958,1,1.19,10001,32.75,2
695791,3,3.4,2926,1952,0,0.79,10001,76.45,5
726302,1,2.7,2637,2022,3,0.32,30301,0.0,8
970859,5,3.3,3704,1974,3,1.52,60601,43.5,2
648741,3,3.2,2351,2020,1,1.15,75201,32.19,9
503583,3,2.1,1890,1985,2,0.78,10001,64.25,5
541902,3,3.0,2142,1969,1,1.27,94101,78.67,6
980035,5,3.7,3536,2003,1,1.68,75201,36.91,7
826593,5,4.4,3172,1968,0,1.55,75201,31.24,9
481221,1,1.9,1997,2009,1,0.7,75201,62.88,7
761652,4,2.6,2823,1986,2,0.92,10001,14.21,4
542768,3,2.5,2170,1952,0,0.71,30301,54.93,5
627354,4,2.5,2511,1968,2,1.42,10001,49.32,3
1021955,5,4.2,4281,2002,2,1.25,94101,45.62,1
972730,5,4.3,3944,1995,1,1.27,94101,33.22,3
1115854,5,3.7,4365,2005,1,1.58,60601,7.78,1
851266,4,3.8,3369,2019,2,1.91,10001,69.48,5
812887,5,3.6,3285,1980,1,1.38,10001,62.59,7
658768,1,2.3,2561,2002,1,1.32,60601,48.84,9
916944,5,3.3,3483,1983,1,1.48,60601,54.59,4
628344,2,2.4,2410,1980,1,1.07,75201,46.99,10
801587,4,2.4,3078,2009,2,1.59,75201,69.64,10
271198,2,2.7,826,1960,2,1.21,94101,46.03,1
1048843,5,3.5,4302,1955,1,1.6,30301,49.37,7
482709,1,2.7,2145,1976,2,0.63,94101,52.95,3
696193,3,2.9,2864,1956,3,1.35,10001,42.3,1
885464,5,3.4,3469,1998,1,1.63,30301,48.14,4
519967,1,1.9,1981,2021,1,0.57,75201,47.37,9
768426,4,3.2,2801,2009,3,1.72,60601,36.3,6
685730,2,3.0,2608,1982,3,1.04,60601,30.94,6
450019,2,2.0,1646,1996,1,0.68,94101,46.05,7
582506,2,2.6,2393,1993,1,0.64,10001,43.94,1
814200,4,3.3,3380,1976,1,1.89,10001,71.17,5
451654,1,1.9,1800,1971,0,0.55,60601,30.76,4
818027,4,2.9,3285,1996,2,1.53,94101,38.84,4
481903,2,2.7,1804,1997,0,1.01,94101,53.69,7
724183,5,2.9,3017,1979,0,1.72,75201,57.96,2
683351,3,3.1,2818,1951,1,1.67,75201,47.22,5
846959,4,2.8,3439,1964,3,1.6,75201,66.37,7
605281,4,3.7,2162,1996,1,1.55,30301,47.91,3
544635,1,3.5,2161,1976,1,0.64,94101,32.63,2
397717,1,1.9,1628,2020,3,0.5,94101,49.22,1
741358,4,3.5,3003,1976,2,2.03,75201,64.9,5
433875,2,2.2,1630,1962,1,0.89,60601,69.45,5
584075,3,3.4,2274,2004,1,1.07,75201,68.89,4
562541,1,1.7,2383,1966,1,0.79,30301,53.87,8
583398,2,2.8,2316,2008,2,0.96,60601,55.25,2
810730,5,3.1,3308,1959,1,1.98,94101,61.8,4
509678,1,2.2,1841,1982,1,0.86,30301,17.43,5
661157,2,2.1,2544,1986,1,0.51,30301,35.65,9
597450,2,3.0,2520,1957,1,0.7,60601,55.97,3
675755,3,2.5,2662,1982,2,1.1,75201,30.28,1
749307,3,3.2,3246,1956,0,1.41,75201,73.03,4
1016817,5,3.3,3985,1983,1,1.04,10001,71.35,10
667574,2,2.5,2506,2020,3,1.05,60601,39.16,6
626467,2,2.7,2327,1956,2,1.12,75201,31.87,7
721916,3,2.5,3028,1990,0,1.36,30301,58.6,4
536369,1,2.4,2057,2004,2,0.68,75201,24.46,4
613534,1,3.1,2430,1956,0,1.01,75201,52.8,6
800552,4,2.8,3549,1967,2,1.06,30301,100.0,1
624864,3,3.5,2190,1992,2,1.38,60601,29.83,5
746230,4,3.9,2557,1989,2,1.28,10001,34.36,3
671975,3,2.5,2349,2002,2,1.11,75201,37.65,8
993505,5,2.8,3988,1963,0,1.51,75201,32.04,5
423565,2,2.8,1511,1970,2,1.1,75201,33.05,7
956056,5,3.2,3697,2006,1,1.17,60601,84.38,8
743921,3,3.8,2881,1995,1,1.37,30301,51.25,8
680418,2,2.6,2881,1975,3,1.16,30301,68.19,2
469892,1,1.9,1990,1973,2,0.61,30301,73.99,2
394887,1,1.7,1228,1954,3,0.7,30301,13.92,10
707936,4,3.7,2620,1991,0,1.04,30301,34.61,5
566721,3,2.6,2109,1992,1,0.75,30301,31.86,3
684432,3,2.9,2431,1981,0,1.16,75201,0.0,10
440628,1,2.8,1808,1955,2,0.76,75201,58.52,1
765353,5,3.3,2917,2016,0,1.4,30301,56.07,8
671919,2,2.6,3035,1956,1,0.53,30301,76.45,6
750876,5,3.5,2837,1978,1,1.64,60601,59.48,3
1133774,5,3.8,4173,1983,2,1.39,60601,0.0,8
565319,1,2.6,2492,1956,1,0.48,94101,35.96,1
566491,1,2.2,2349,2007,2,1.08,75201,37.41,3
406213,1,2.3,1553,1980,1,0.41,30301,60.23,9
872801,4,3.0,3271,2022,0,1.47,75201,0.0,6
683815,5,2.8,2861,1994,1,1.05,94101,60.88,1
790804,3,3.0,3155,1996,3,0.67,60601,65.76,9
640063,2,3.5,2263,2021,1,1.04,94101,45.0,7
771288,4,2.8,2895,2022,1,1.2,10001,34.02,1
558074,3,2.5,2088,2022,2,0.75,60601,73.56,1
680076,5,3.1,2261,1989,1,1.78,75201,22.33,5
340641,1,2.7,1380,1979,2,0.81,60601,72.91,4
1013507,5,3.7,4056,2011,1,0.86,94101,68.17,8
527126,2,2.5,2098,2020,1,1.19,30301,61.21,2
719882,4,2.7,3015,1966,1,0.98,94101,86.34,6
825374,4,3.2,3427,1954,1,0.79,94101,50.34,8
732930,2,1.8,3202,1950,2,0.65,30301,62.42,1
807759,3,3.0,3362,1980,2,1.09,75201,49.04,3
598003,3,3.3,2213,1984,2,1.12,75201,43.58,1
575038,4,2.6,2128,2021,3,0.81,60601,60.57,7
984045,4,2.4,4279,1979,1,0.88,94101,43.93,1
731204,1,3.1,3034,1964,1,0.47,60601,51.25,9
735262,3,2.6,2794,2005,2,0.89,30301,51.36,8
484746,2,3.2,1664,2009,2,1.13,10001,41.9,3
743780,3,2.8,3181,1976,0,0.98,75201,64.69,4
520086,1,2.2,1846,1951,2,0.92,30301,14.57,9
833307,4,3.4,3043,2013,1,1.63,75201,36.1,10
907715,4,2.8,3547,1954,2,1.47,60601,30.53,6
522838,1,2.4,2067,2017,2,0.1,10001,56.14,5
439089,2,2.4,1707,1962,2,0.81,94101,45.25,5
777240,4,2.5,2937,1972,0,1.25,75201,21.62,1
943499,5,3.7,3830,1999,2,1.48,94101,59.4,1
835758,4,3.1,3355,2022,2,0.68,60601,54.55,3
896673,5,3.4,3631,1986,1,1.27,75201,50.73,2
564845,1,1.7,2366,1979,1,0.29,60601,65.61,10
401051,1,3.1,1719,1972,3,0.42,94101,60.44,1
805978,4,3.6,3189,1983,1,1.22,60601,45.34,5
296001,3,3.4,1012,2013,1,0.88,60601,58.32,3
821492,5,3.3,3275,2004,1,1.24,60601,77.39,7
676645,2,1.7,2681,2020,2,0.84,30301,46.93,8
788587,4,4.2,2904,1958,3,1.15,30301,74.93,10
497768,2,2.6,2066,1953,2,0.96,75201,87.9,6
681078,4,2.8,2579,2015,1,1.17,60601,56.6,5
804230,3,3.1,3201,1982,2,0.63,60601,29.89,10
762640,3,3.5,2974,1981,2,0.79,60601,44.05,5
777787,3,2.9,3112,1993,2,1.0,30301,53.26,1
529405,3,3.5,1836,1986,1,0.97,94101,50.4,6
461635,1,2.8,1819,2016,2,0.28,60601,52.58,6
407801,1,1.8,1759,2009,1,0.9,10001,74.3,3
895561,5,3.2,3359,2008,0,1.59,75201,33.0,4
528429,2,3.1,1991,1985,2,0.72,30301,57.36,4
752578,4,1.8,2926,1998,3,1.25,94101,68.43,6
877750,4,3.1,3524,2000,1,0.98,10001,44.98,8
314013,1,1.6,943,1957,3,0.96,60601,29.48,9
982946,4,3.0,3988,1999,0,1.92,30301,45.89,9
583125,1,2.2,2141,1990,2,0.51,60601,29.17,5
899888,5,3.3,3478,1987,1,1.87,75201,35.87,8
673329,2,2.3,2753,2004,1,0.64,30301,61.63,8
788784,5,3.0,2774,2017,2,1.34,10001,55.29,10
634917,3,4.0,2367,1967,2,1.53,94101,64.24,4
678683,3,3.8,2639,2014,2,1.06,94101,59.68,4
814609,3,2.3,3382,2013,2,1.31,75201,45.88,3
964907,5,4.3,3476,1961,2,1.42,94101,29.8,5
851811,4,3.0,3325,1990,3,0.76,94101,56.47,8
539151,2,2.7,2005,1991,1,1.6,75201,39.31,8
776481,3,2.9,2943,2009,1,1.03,10001,47.21,9
846300,3,2.6,3538,1999,1,1.15,30301,35.7,1
739285,3,3.4,3197,1985,1,0.88,30301,68.08,4
651410,2,2.7,2259,1997,2,1.13,75201,5.18,6
726447,3,2.7,3037,2020,0,1.31,60601,60.3,5
611827,2,1.9,2588,2022,1,0.43,75201,52.98,4
746793,3,2.5,2953,1957,1,1.15,75201,67.74,3
1008204,5,2.7,4055,1974,2,1.76,75201,25.55,2
1024007,5,3.5,4052,1956,1,1.86,75201,49.08,9
600476,2,2.0,2236,1957,1,1.09,94101,41.44,10
941981,5,3.4,3820,1980,2,1.72,94101,46.84,3
557155,2,3.3,2108,1961,2,0.74,10001,50.35,4
820274,5,4.1,3038,2006,1,1.13,75201,40.41,1
891167,5,3.5,3365,2015,2,1.41,30301,47.84,1
564062,2,2.6,2261,1961,0,0.52,60601,74.78,10
